project,date,commit_hash,files,statements,assignment_expression_files_percentage,variable_annotation_files_percentage,function_with_annotation_files_percentage,function_without_annotation_files_percentage,assign_files_percentage,assign_with_type_comment_files_percentage,aug_assign_files_percentage
gluejar_regluit,2024-12-31,37a5486abe10270f7ece75dec8df54db49f5ec9c,242.0,15364.0,0.0,0.0,0.0,70.24793388429752,97.10743801652893,0.0,14.049586776859504
gorakhargosh_watchdog,2024-12-31,5e25222c22ac274c3b4a63d0c8e89fafe165a895,49.0,4645.0,0.0,36.734693877551024,63.26530612244898,44.89795918367347,93.87755102040816,0.0,18.367346938775512
gpodder_gpodder,2024-12-31,fa764019b395bea673e2ed05c9f545e33a47886e,101.0,15757.0,0.0,0.0,0.0,93.06930693069307,95.04950495049505,0.0,21.782178217821784
gpodder_mygpo,2024-12-31,6aadc5d98f2806c8162708af5811d0b70a129d8a,309.0,8895.0,0.0,0.0,0.0,47.57281553398058,90.29126213592234,0.0,2.912621359223301
hasgeek_coaster,2024-12-31,8f5a618c3742101ab8f939d69a039f7ac7ff85a1,56.0,11162.0,8.928571428571429,73.21428571428571,89.28571428571429,0.0,100.0,0.0,7.142857142857142
hasgeek_funnel,2024-12-31,b9aad4647ca6d1bf8d84ece4a385755991830371,491.0,33023.0,3.054989816700611,52.953156822810584,94.70468431771894,0.0,94.09368635437882,0.0,5.091649694501019
hasgeek_hasjob,2024-12-31,28807fa5b6ddfc62e7d5968651ce34da027b17f6,140.0,5937.0,0.0,0.7142857142857143,1.4285714285714286,88.57142857142857,96.42857142857143,0.0,2.857142857142857
healpy_healpy,2024-12-31,ddbc4885afffd64cc123503acf3365ade6ad8da5,26.0,5478.0,0.0,0.0,0.0,92.3076923076923,92.3076923076923,0.0,34.61538461538461
hhatto_autopep8,2024-12-31,5b9a95364d6cebc3f41b7ee29df353f89b4c9406,72.0,8184.0,0.0,0.0,4.166666666666666,30.555555555555557,50.0,0.0,9.722222222222223
hhru_frontik,2024-12-31,b20109600a5ca22d272105ce2235635a63ba853b,112.0,4934.0,2.6785714285714284,28.57142857142857,74.10714285714286,59.82142857142857,82.14285714285714,0.8928571428571428,16.964285714285715
holland-backup_holland,2024-12-31,636098a350a03c25172f6986f47d93ea2a5c19ba,81.0,6352.0,0.0,0.0,0.0,91.35802469135803,98.76543209876543,0.0,19.753086419753085
hyperion-rt_hyperion,2024-12-31,dde0c3124e28178172062bb902f86dc9f4583bdf,115.0,14678.0,0.0,0.0,0.0,75.65217391304347,94.78260869565217,0.0,20.869565217391305
hyperopt_hyperopt,2024-12-31,cdbeeff5147550000cf3cf26de3fd9f92af17316,51.0,8041.0,0.0,0.0,5.88235294117647,98.0392156862745,96.07843137254902,0.0,29.411764705882355
hyperspy_hyperspy,2024-12-31,e1ea8682035fd14b1d158df7a9526bce67c928c7,405.0,61482.0,0.0,0.0,0.24691358024691357,94.5679012345679,96.79012345679013,0.0,33.827160493827165
ilanschnell_bitarray,2024-12-31,39de44de116b15f3b0ceeb24cb129768ee6d25d9,35.0,7782.0,0.0,5.714285714285714,5.714285714285714,80.0,100.0,0.0,45.714285714285715
ilastik_volumina,2024-12-31,fedb08799de88145f438619287c1504934f2cab7,135.0,13406.0,0.0,0.7407407407407408,14.814814814814813,95.55555555555556,97.77777777777777,0.0,17.037037037037038
ilius_pyglossary,2024-12-31,f4c399641bd91e6d0417865888710fabecac2481,239.0,26390.0,1.6736401673640167,42.25941422594142,69.8744769874477,33.47280334728033,92.88702928870293,0.0,28.870292887029287
ilius_starcal,2024-12-31,c19254c2c95e45bfcf1675a5dd830addf4eb9a3c,259.0,32277.0,1.1583011583011582,0.3861003861003861,35.521235521235525,85.32818532818533,93.82239382239382,5.019305019305019,26.640926640926644
indico_indico,2024-12-31,b73a958d615939ad172129f051a8b858bb0239f3,1097.0,76185.0,7.201458523245215,1.4585232452142205,3.555150410209663,89.69917958067457,97.44758432087511,0.0,11.759343664539653
inducer_pudb,2024-12-31,2b08f08910da00e58df736c719f11ae75bd5333c,42.0,3663.0,0.0,2.380952380952381,16.666666666666664,66.66666666666666,92.85714285714286,0.0,21.428571428571427
inducer_pycuda,2024-12-31,3827be48c665cf93b11b43630428e6be182b5a4c,75.0,8316.0,0.0,0.0,2.666666666666667,60.0,94.66666666666667,0.0,28.000000000000004
inducer_pymbolic,2024-12-31,67b6e09afde425bae8146631ebef5177e58bdb7f,55.0,5524.0,0.0,36.36363636363637,47.27272727272727,80.0,96.36363636363636,0.0,25.454545454545453
inducer_pyopencl,2024-12-31,0c1b543af09b15c29f01e2c822d074c6e9b0ee27,50.0,10682.0,0.0,20.0,12.0,72.0,98.0,0.0,40.0
inducer_pytools,2024-12-31,37e34d185e27e8f93660c3523b014ecbea7e9cd0,27.0,3480.0,0.0,44.44444444444444,59.25925925925925,59.25925925925925,100.0,0.0,44.44444444444444
inducer_sumpy,2024-12-31,6f5d45d620a2f090409c6e48dacee6c0e36b1fd4,41.0,7557.0,0.0,26.82926829268293,34.146341463414636,90.2439024390244,100.0,0.0,46.34146341463415
internetarchive_openlibrary,2024-12-31,f20a00f50511cb4c03a4f25c885b6fcea4a5688e,324.0,32151.0,23.14814814814815,23.14814814814815,41.9753086419753,86.11111111111111,95.67901234567901,0.0,31.17283950617284
inveniosoftware_invenio,2024-12-31,63c9325ec41f940576f05ed40102be89ddc4feb8,4.0,44.0,0.0,0.0,0.0,25.0,50.0,0.0,0.0
inyokaproject_inyoka,2024-12-31,efb69374a373b8fe39c2501de178d23bbb400190,279.0,21813.0,0.0,0.35842293906810035,3.942652329749104,65.23297491039428,97.1326164874552,0.0,7.168458781362006
ipa320_cob_command_tools,2024-12-31,7b3825820ec7b2a8c9a352b5163787180cf2d829,44.0,4744.0,0.0,0.0,0.0,86.36363636363636,100.0,6.8181818181818175,20.454545454545457
ipython_ipython,2024-12-31,a8810c6c02e9a190beec557aef0ca5cb8a4eeeba,292.0,33110.0,0.3424657534246575,13.013698630136986,17.80821917808219,85.61643835616438,89.04109589041096,0.0,19.52054794520548
jaraco_inflect,2024-12-31,3803796d2e1c75fb337c8d04c05426fa59d6446c,16.0,936.0,0.0,6.25,0.0,87.5,93.75,0.0,6.25
jazzband_django-axes,2024-12-31,9a7673a47ee064cb8150ddeef1394d7157079741,55.0,2979.0,0.0,5.454545454545454,27.27272727272727,61.81818181818181,87.27272727272727,1.8181818181818181,9.090909090909092
jazzband_django-debug-toolbar,2024-12-31,f3f604977053d00f052a4b5a67e6a068f1ca2392,79.0,4576.0,2.5316455696202533,5.063291139240507,2.5316455696202533,84.81012658227847,94.9367088607595,0.0,12.658227848101266
jazzband_django-model-utils,2024-12-31,bf13ba6733d1f5b983219454d908b0d10c4a9d8d,30.0,2948.0,0.0,33.33333333333333,90.0,6.666666666666667,100.0,0.0,10.0
jazzband_django-pipeline,2024-12-31,83a0ae71bd735724d2ea6a5e33694812441b03a4,48.0,1599.0,0.0,0.0,2.083333333333333,89.58333333333334,85.41666666666666,0.0,6.25
jazzband_django-simple-history,2024-12-31,4325591988617ead33d66039bea1a81bf732369d,47.0,5737.0,0.0,6.382978723404255,21.27659574468085,63.829787234042556,89.36170212765957,0.0,6.382978723404255
jazzband_django-taggit,2024-12-31,f4f82afcdeb80cbb9ea95f36ae6273b0750552ee,53.0,2488.0,0.0,0.0,1.8867924528301887,49.056603773584904,92.45283018867924,0.0,5.660377358490567
jazzband_sorl-thumbnail,2024-12-31,594418a7882efe95fee6081963238858aeed1f08,53.0,2750.0,0.0,0.0,0.0,69.81132075471697,96.22641509433963,0.0,5.660377358490567
jazzband_tablib,2024-12-31,dcab406c553fc8b3c2e0aef955e9e8adea0590d8,27.0,3167.0,0.0,0.0,3.7037037037037033,85.18518518518519,88.88888888888889,0.0,33.33333333333333
jeetsukumaran_dendropy,2024-12-31,db76e3da876cda15b16d1b9409b84840b3995bd0,390.0,34447.0,0.0,0.0,0.0,54.35897435897436,94.1025641025641,0.0,13.846153846153847
jelmer_dulwich,2024-12-31,888d98048a15b0fb5581d1b06afc019df64061aa,107.0,26073.0,0.0,33.64485981308411,89.7196261682243,69.1588785046729,97.19626168224299,0.0,24.299065420560748
jfisteus_eyegrade,2024-12-31,50750dec2164503b8cf49b81207a8ffce301ea21,54.0,9851.0,0.0,24.074074074074073,27.77777777777778,88.88888888888889,96.29629629629629,0.0,29.629629629629626
jieter_django-tables2,2024-12-31,0886225a3927c152399e62eab10c074f69fc0bc4,75.0,6141.0,0.0,0.0,2.666666666666667,78.66666666666666,94.66666666666667,0.0,6.666666666666667
joblib_joblib,2024-12-31,2158ea56f45990f994849a7babd15c819b8f8275,82.0,11377.0,0.0,1.2195121951219512,2.4390243902439024,92.6829268292683,93.90243902439023,0.0,36.58536585365854
jobovy_galpy,2024-12-31,6f3dd8023707f6b212f56288a4d97606c2bb1c72,168.0,56841.0,0.0,0.0,0.5952380952380952,95.83333333333334,98.80952380952381,0.0,44.642857142857146
jodal_comics,2024-12-31,b5ce2e56fa402b2815214c7611d899ae3102011b,317.0,6454.0,0.0,1.2618296529968454,0.6309148264984227,93.37539432176656,98.42271293375394,0.0,2.2082018927444795
jsonpickle_jsonpickle,2024-12-31,958452b6e268376b4d23a2638471834f49750c4c,42.0,5973.0,0.0,0.0,2.380952380952381,90.47619047619048,97.61904761904762,0.0,19.047619047619047
kanjivg_kanjivg,2024-12-31,9f669433101ffb308dfb31fce746b0007e73651a,7.0,696.0,0.0,0.0,0.0,100.0,100.0,0.0,42.857142857142854
kapsiry_sikteeri,2024-12-31,32ea8926173d5fdc556bdac77317ca77811cf9c9,63.0,5627.0,0.0,0.0,0.0,74.60317460317461,95.23809523809523,0.0,17.46031746031746
karaage-cluster_karaage,2024-12-31,43929d5f942dd40f1d4a0b67cda6f564e97aee9c,187.0,9786.0,0.0,0.53475935828877,1.06951871657754,65.24064171122996,95.18716577540107,0.0,6.417112299465241
karpenoktem_kninfra,2024-12-31,06a07c4a5ef32455428c87efdf2e91ad03b44edc,146.0,6816.0,0.0,0.0,0.0,77.3972602739726,91.78082191780823,0.0,19.17808219178082
kivy_kivy,2024-12-31,4da190355beb6c5ab1e4025304590ee05f8ee6d3,421.0,45083.0,0.0,1.4251781472684086,0.4750593824228029,91.92399049881234,95.72446555819477,0.0,28.26603325415677
kivy_python-for-android,2024-12-31,1d7c70147bd2a32949bbd04d9edd24881799b124,96.0,7503.0,0.0,0.0,2.083333333333333,75.0,96.875,0.0,15.625
kliment_printrun,2024-12-31,424a3ec5ab0e8ec40624ded34775c54dd0a628c9,49.0,13648.0,0.0,0.0,6.122448979591836,85.71428571428571,93.87755102040816,0.0,51.02040816326531
koalixswitzerland_koalixcrm,2024-12-31,2e0d519e105c1ae6adadc69476d7dfc5404595f1,306.0,9692.0,0.0,0.0,0.0,44.11764705882353,96.40522875816994,0.0,4.57516339869281
kozea_cairosvg,2024-12-31,abafa8ae248dc9cef0349adaa2f61849ea56920c,18.0,2304.0,0.0,0.0,0.0,94.44444444444444,100.0,0.0,33.33333333333333
kozea_pygal,2024-12-31,5d8b32c91b7625dc643f60c1b18a7a94a0eff1ef,72.0,6575.0,0.0,0.0,0.0,88.88888888888889,87.5,0.0,30.555555555555557
kozea_radicale,2024-12-31,d9e15dd7c6ea8a3bf66f4e4c33099a4e6904e773,64.0,5932.0,0.0,48.4375,95.3125,12.5,84.375,0.0,23.4375
kozea_weasyprint,2024-12-31,ad6dbf72bd2241c86c7d027b26a13eb0d4496d0c,131.0,24943.0,8.396946564885496,0.0,0.0,97.70992366412213,80.1526717557252,0.0,31.297709923664126
kupferlauncher_kupfer,2024-12-31,0460d1e6fafb13e1a2868287d92ffad19fefe2ff,243.0,33939.0,30.45267489711934,43.62139917695473,47.325102880658434,84.36213991769547,97.53086419753086,0.0,16.872427983539097
kurtmckee_feedparser,2024-12-31,75fb5e9a1ecf2e7581e6837fbb5053f671d9b328,49.0,3081.0,0.0,16.3265306122449,12.244897959183673,93.87755102040816,93.87755102040816,0.0,10.204081632653061
laramies_theharvester,2024-12-31,02392a690b1fdf679af868aba99fe03478273476,61.0,3554.0,3.278688524590164,65.57377049180327,88.52459016393442,52.459016393442624,96.72131147540983,0.0,26.229508196721312
learning-unlimited_esp-website,2024-12-31,117be38aa5f59bd48725cdce1891a402f152b806,594.0,40858.0,0.0,0.0,0.0,59.25925925925925,96.29629629629629,0.0,16.161616161616163
lebigot_uncertainties,2024-12-31,61f688f920b34d06da521a5fb8b013043e2e2fe0,16.0,2048.0,0.0,0.0,0.0,81.25,93.75,0.0,31.25
libgit2_pygit2,2024-12-31,e75219d8bbb5cfb929d2da060f9eeb48ea466e24,72.0,7275.0,0.0,6.944444444444445,16.666666666666664,91.66666666666666,94.44444444444444,0.0,5.555555555555555
lilydjwg_winterpy,2024-12-31,a78335bdc7c62d48c092649d6a55ae0d6e317135,78.0,6172.0,0.0,11.538461538461538,19.230769230769234,96.15384615384616,98.71794871794873,0.0,37.17948717948718
linuxossk_shakal-ng,2024-12-31,716502dcd8df2d94dd4c5ec0fdbf1e93fb22ef1b,311.0,10271.0,0.0,0.0,1.929260450160772,62.70096463022507,98.07073954983923,0.0,9.967845659163988
lmfit_lmfit-py,2024-12-31,6f8551ac545ccf7bf968f7a9a894e90c74e83fb7,101.0,11320.0,0.0,0.0,0.0,80.19801980198021,99.00990099009901,0.0,28.71287128712871
lmfit_uncertainties,2024-12-31,61f688f920b34d06da521a5fb8b013043e2e2fe0,16.0,2048.0,0.0,0.0,0.0,81.25,93.75,0.0,31.25
locustio_locust,2024-12-31,41d6484106e21408c233525f980936df403db26c,116.0,15754.0,11.206896551724139,19.82758620689655,26.72413793103448,89.65517241379311,91.37931034482759,0.0,20.689655172413794
luispedro_mahotas,2024-12-31,5e75706160182b882d9eb267a31a8594304d1a50,97.0,5016.0,0.0,0.0,0.0,76.28865979381443,90.72164948453609,0.0,38.144329896907216
lumapictures_pymel,2024-12-31,2d4f9c54149e4e8da969b5506c57b91f50a96359,137.0,93966.0,0.0,0.0,1.4598540145985401,81.75182481751825,91.97080291970804,9.48905109489051,37.22627737226277
lxml_lxml,2024-12-31,cf2d3044184e6b9de635c095bd89c49382dfeb4a,86.0,20562.0,0.0,0.0,0.0,87.20930232558139,94.18604651162791,0.0,26.744186046511626
m-labs_migen,2024-12-31,4c2ae8dfeea37f235b52acb8166f12acaaae4f7c,136.0,6747.0,0.0,0.0,0.0,94.11764705882352,100.0,0.0,44.11764705882353
macs3-project_macs,2024-12-31,7d882d6df3b5688cc0befd5dd4db1783826db5a3,63.0,13406.0,0.0,38.095238095238095,39.682539682539684,76.19047619047619,93.65079365079364,0.0,47.61904761904761
malthe_chameleon,2024-12-31,3eb99be8b24b1fa8357c295d3ad15e3ed8e5d8ad,35.0,4700.0,2.857142857142857,42.857142857142854,48.57142857142857,65.71428571428571,94.28571428571428,0.0,25.71428571428571
materialsproject_pymatgen,2024-12-31,da607e86f9ce8aec942067c6c1a4fda6e04915dd,486.0,116442.0,11.934156378600823,37.65432098765432,50.82304526748971,82.09876543209876,98.14814814814815,0.0,43.20987654320987
matplotlib_basemap,2024-12-31,73655928a6f75e89ff98bb5dc4e76745248478ea,129.0,5083.0,0.0,0.0,0.0,21.705426356589147,98.44961240310077,0.0,1.550387596899225
matplotlib_matplotlib,2024-12-31,2465c0bc57d8c64c0ab49411886bbc37b4a3a8d5,886.0,107946.0,0.9029345372460496,1.580135440180587,1.3544018058690745,55.417607223476296,97.96839729119638,0.0,17.83295711060948
matthewwithanm_django-imagekit,2024-12-31,c4ed0bb36fd014c414aa1a634aedf7bbbe411696,42.0,1373.0,0.0,0.0,0.0,78.57142857142857,92.85714285714286,0.0,7.142857142857142
matthiask_plata,2024-12-31,1cfa67fadac382506f1defdde55f25d53bacf0a1,88.0,4943.0,0.0,0.0,0.0,59.09090909090909,96.5909090909091,0.0,18.181818181818183
mekkablue_glyphs-scripts,2024-12-31,a6b5c8864dffeb102b64a562f67b3f8fd0a412f1,342.0,35028.0,0.0,0.8771929824561403,0.0,79.82456140350878,100.0,0.0,66.66666666666666
metabrainz_picard,2024-12-31,700d330388595027714a0f740930e9a0af730136,325.0,39255.0,0.9230769230769231,1.5384615384615385,3.6923076923076925,94.15384615384616,96.3076923076923,0.0,17.846153846153847
midgetspy_sick-beard,2024-12-31,c36f21f80802eb75ba5e7c4be9fd9d9fff6c023c,326.0,23843.0,0.0,0.0,0.0,61.04294478527608,65.95092024539878,0.0,22.392638036809817
migasfree_migasfree,2024-12-31,67ad8d893a0501870428d69908c40424b3b210e6,156.0,8729.0,0.0,0.0,0.0,66.02564102564102,98.71794871794873,0.0,12.179487179487179
mirumee_satchless,2024-12-31,69cc7aa43f95113ef855f91b84ac264d8da10536,4.0,378.0,0.0,0.0,0.0,75.0,100.0,0.0,0.0
mitmproxy_mitmproxy,2024-12-31,d4b792f12e2267c6c626127c46b1163bd2684fc8,525.0,43996.0,4.0,30.28571428571429,52.57142857142857,79.04761904761905,90.85714285714286,0.0,14.666666666666666
mne-tools_mne-python,2024-12-31,14938b9657b255a38aa96482a4aaf410e8865859,728.0,136653.0,0.6868131868131868,1.3736263736263736,6.730769230769231,73.21428571428571,98.62637362637363,0.0,45.604395604395606
mnot_redbot,2024-12-31,9adb84b47eb3cfa78a36fc71b6755192c0fd77ee,21.0,1962.0,0.0,52.38095238095239,95.23809523809523,4.761904761904762,100.0,0.0,33.33333333333333
mongodb_mongo-python-driver,2024-12-31,11287e12570efeb86f4fb927d3170fa8e2cc59df,321.0,65977.0,0.0,49.84423676012461,47.0404984423676,51.71339563862928,97.50778816199377,0.6230529595015576,24.299065420560748
mopidy_mopidy,2024-12-31,d89a79e9f4bde82c04ab43227968003ce74dd5b6,120.0,12951.0,2.5,30.833333333333336,38.333333333333336,67.5,95.0,0.0,6.666666666666667
mozilla-services_socorro,2024-12-31,d533845e599e1a9c389f61dbc0c06b4c5cad106c,302.0,24315.0,0.9933774834437087,3.3112582781456954,0.0,82.11920529801324,94.37086092715232,0.0,10.596026490066226
mozilla_kitsune,2024-12-31,2b2da8deabcf6be941f39ea2c5b07d0ce33a780d,640.0,48033.0,3.28125,2.34375,18.75,67.96875,95.15625,0.0,7.8125
mozilla_pontoon,2024-12-31,90eaebf44f9d3eb083700567c38d13484566d795,359.0,16917.0,0.0,0.8356545961002786,3.3426183844011144,64.06685236768801,95.54317548746518,0.0,8.07799442896936
mpmath_mpmath,2024-12-31,63e6e24accfaa4e4b05bf4fd00ac3a6ff98e72b2,141.0,30319.0,0.7092198581560284,0.0,0.0,65.95744680851064,82.97872340425532,0.0,39.71631205673759
multani_sonata,2024-12-31,650aad48ebcff0ee3545d4517514d47496c266f8,32.0,7514.0,0.0,0.0,0.0,100.0,100.0,0.0,43.75
munin_munin,2024-12-31,dc6aed53e3c0e15aaafe115d3248505b78b586d2,160.0,10841.0,0.0,0.0,0.0,90.625,93.75,0.0,63.125
mysociety_mapit,2024-12-31,b372a8c3a2fd2da4ab9e3f8c0d9462725dce5977,145.0,5793.0,0.0,0.0,0.0,80.6896551724138,82.06896551724138,0.0,8.96551724137931
mzmcbride_database-reports,2024-12-31,e66eb1e6c3fce910f0a18ae888ecf56b50c59a30,66.0,1966.0,0.0,0.0,0.0,77.27272727272727,95.45454545454545,0.0,28.78787878787879
nakagami_pyfirebirdsql,2024-12-31,954ad8d197e8d7ba33f7af090c01e84e39c3ff61,38.0,6216.0,0.0,0.0,0.0,86.8421052631579,100.0,0.0,42.10526315789473
nandaka_pixivutil2,2024-12-31,d2e774d61d2b6b29f08a47233afe52dd18373576,37.0,9534.0,0.0,29.72972972972973,27.027027027027028,97.2972972972973,100.0,0.0,18.91891891891892
ncclient_ncclient,2024-12-31,a001efed8c60ac1b7019030c8b19194e321c96ea,131.0,7508.0,0.0,1.5267175572519083,0.0,96.18320610687023,95.41984732824427,0.0,6.106870229007633
neogeographytoolkit_binarybuilder,2024-12-31,a7268e5c6a0a04ce9c11215fa18dc69ce9f00fc4,6.0,2754.0,0.0,0.0,0.0,100.0,100.0,0.0,66.66666666666666
networkx_networkx,2024-12-31,b71d2bdcfbe33cdebc88b2c2186b782f08c47d62,612.0,73461.0,0.8169934640522877,1.3071895424836601,0.16339869281045752,89.2156862745098,99.18300653594771,0.0,28.594771241830063
nilearn_nilearn,2024-12-31,b39deaae242ffc8b57a4cd80d70fa0742c1aba49,343.0,41151.0,0.8746355685131195,0.5830903790087464,2.9154518950437316,71.42857142857143,96.50145772594753,0.0,28.279883381924197
ninja-ide_ninja-ide,2024-12-31,b62dd64b246c522a776cfc20c0e2c0c2215376b4,191.0,24826.0,0.0,0.5235602094240838,5.2356020942408374,91.62303664921467,94.24083769633508,0.0,29.84293193717277
nipy_nibabel,2024-12-31,ed3c84c6c7fff84e6d5b184a25b90b8ec2133604,224.0,32135.0,0.0,12.053571428571429,11.160714285714286,89.73214285714286,98.66071428571429,0.0,30.357142857142854
nipy_nipy,2024-12-31,c5d70e4dadb8907f59875751d48cfe8b2026cd20,360.0,33228.0,0.0,0.0,0.0,77.22222222222223,94.44444444444444,0.0,27.77777777777778
nipy_nipype,2024-12-31,37546c7b6264a18c2e83d1040771e665fb3bb9d6,1229.0,60850.0,0.0,0.16273393002441008,0.24410089503661514,93.32790886899919,99.67453213995118,0.08136696501220504,6.91619202603743
nipy_nitime,2024-12-31,4561cd213c6bebe5d45f8f9f43dcb1140a82f78c,75.0,8003.0,0.0,0.0,0.0,76.0,97.33333333333334,0.0,46.666666666666664
nltk_nltk,2024-12-31,60a82ce869e0cc14cc3e0687a5d9ab6618c5d456,332.0,54353.0,0.0,0.30120481927710846,4.518072289156627,96.3855421686747,95.78313253012048,0.0,43.674698795180724
nose-devs_nose2,2024-12-31,b8a20d63646b3a9d45def91279a2c3efd3ee7c0e,194.0,8866.0,0.0,1.5463917525773196,1.0309278350515463,94.3298969072165,79.89690721649485,0.0,7.216494845360824
numpy_numpy,2024-12-31,c39b903a13fe4efe5741870b5a3b2643ac5a8c07,527.0,123335.0,0.3795066413662239,5.313092979127135,7.400379506641366,85.57874762808349,95.82542694497154,0.0,33.396584440227706
oaubert_advene,2024-12-31,41eea848fa8f8964a971b1e58e0dd043b8ac23db,174.0,43559.0,0.0,0.0,1.7241379310344827,95.40229885057471,99.42528735632183,0.0,37.35632183908046
oauthlib_oauthlib,2024-12-31,028c563eb6af65426df45ba4bbfc771974e9594e,117.0,8561.0,0.0,0.8547008547008548,5.128205128205128,92.3076923076923,96.58119658119658,0.0,6.837606837606838
okfde_froide,2024-12-31,484ca1070ea10ffa01d848499d20bf40c7cc0d79,579.0,27254.0,0.0,3.1088082901554404,13.81692573402418,50.94991364421416,98.10017271157167,0.0,5.872193436960276
open-cogsci_opensesame,2024-12-31,45726e5897ead550cbd4f6e632220e2ec8475b4e,349.0,20741.0,0.0,0.0,0.0,91.97707736389685,93.69627507163324,0.0,20.057306590257877
openembedded_bitbake,2024-12-31,7d3f3655b2f610f76898c84b8b97ef2e26529c41,230.0,49288.0,0.43478260869565216,0.0,0.43478260869565216,81.30434782608695,96.95652173913044,0.0,38.26086956521739
openframeworks_ofsite,2024-12-31,2537ee49f6d46d5fe98e408849448314fd1f180e,37.0,1593.0,0.0,0.0,0.0,54.054054054054056,72.97297297297297,0.0,16.216216216216218
openstack_glance,2024-12-31,667ee186852eb482a4975d86f70b70993d733407,313.0,49084.0,0.0,0.0,0.0,96.48562300319489,93.9297124600639,0.0,13.418530351437699
openstack_horizon,2024-12-31,fab4b49b1091ea9c09befbc2e5f3eabfec185851,871.0,65957.0,0.0,0.1148105625717566,0.0,71.52698048220437,98.04822043628015,0.0,6.3145809414466125
openstack_neutron,2024-12-31,e0a395ecd1871def4a5f76a05b830e7789e0a237,1596.0,185190.0,0.0,0.6265664160401002,0.5639097744360901,86.8421052631579,96.80451127819549,0.0,10.213032581453634
openstack_nova,2024-12-31,229f0aad965b3fc7035532ed9751e01b8b2b4e85,1353.0,232837.0,0.0,1.9216555801921658,4.212860310421286,91.7220990391722,98.59571322985957,0.0,11.973392461197339
openstack_python-keystoneclient,2024-12-31,0d43c46ffa4d3a62d7c00cfcbdaa1ab8449b2b3a,190.0,15470.0,0.0,0.0,0.0,94.73684210526315,98.42105263157895,0.0,5.263157894736842
openstack_python-novaclient,2024-12-31,bc489166584f6b8b3ae54c16540791a5ec64e4fb,127.0,14620.0,0.0,0.0,0.0,96.06299212598425,97.63779527559055,0.0,9.448818897637794
openstack_swift,2024-12-31,1f35e0c10f5044150f9c2e685e7de43b0ad85807,374.0,180303.0,0.0,0.0,0.0,98.3957219251337,97.86096256684492,0.0,46.79144385026738
openstack_tempest,2024-12-31,b23e9fcc280a51bf84fae68e7719bd05c0447806,822.0,52350.0,0.0,0.0,0.0,83.09002433090025,99.02676399026764,0.0,11.557177615571776
openstates_openstates-scrapers,2024-12-31,f1083863ea9980252edcc3e6250cb12d22204fc1,334.0,31428.0,0.8982035928143712,5.688622754491018,8.682634730538922,93.11377245508982,98.80239520958084,0.0,36.227544910179645
opensuse_osc,2024-12-31,52431dda785685db2a1122ba41d77fbe44003df3,185.0,26164.0,0.0,37.83783783783784,21.08108108108108,70.8108108108108,98.91891891891892,0.0,20.0
otsaloma_gaupol,2024-12-31,2e61206f5c5df29310b5627a27e1b56d4068a710,235.0,18101.0,0.0,0.0,0.0,96.17021276595744,99.14893617021276,0.0,10.638297872340425
ox-it_dataox,2024-12-31,8dcfa13afeadd1a195948829aee317dc974bb172,48.0,2014.0,0.0,0.0,0.0,60.416666666666664,89.58333333333334,0.0,10.416666666666668
palewire_palewi.re,2024-12-31,0b9b51ca3971fdf101c34c10c504a8a5675bfa23,45.0,825.0,0.0,0.0,0.0,37.77777777777778,95.55555555555556,0.0,2.2222222222222223
pallets-eco_flask-sqlalchemy,2024-12-31,b6db616141f130102b19117a2e80a3317e64c5e1,35.0,2352.0,0.0,42.857142857142854,82.85714285714286,22.857142857142858,94.28571428571428,0.0,2.857142857142857
pallets_flask,2024-12-31,18ffe1eaf6c2eeffc898f4e8a590c062c40b30dc,70.0,7919.0,4.285714285714286,24.285714285714285,40.0,54.285714285714285,94.28571428571428,0.0,10.0
pallets_jinja,2024-12-31,d680a959324400487b4f0e8b8119bed7376b7973,58.0,10553.0,0.0,36.206896551724135,41.37931034482759,53.44827586206896,100.0,0.0,17.24137931034483
pallets_werkzeug,2024-12-31,2b4ab69864d73b2e2e9055dee0db7862bffc6a71,122.0,15594.0,0.819672131147541,27.86885245901639,41.80327868852459,68.0327868852459,95.08196721311475,0.0,17.21311475409836
pandas-dev_pandas,2024-12-31,59b3a1a1a770ff1bd8311e7c1f1d4b1f918dcd4c,1338.0,250755.0,0.29895366218236175,14.349775784753364,26.307922272047833,89.31240657698056,98.28101644245142,0.0,15.171898355754859
paramiko_paramiko,2024-12-31,82e035c481451f05007ac3051738062e2ba62961,84.0,15022.0,0.0,0.0,0.0,90.47619047619048,100.0,0.0,39.285714285714285
parisson_timeside,2024-12-31,2e316f583d3321ecf7b3cb7033068841e0582d00,207.0,10732.0,0.0,0.0,0.0,77.77777777777779,96.61835748792271,0.0,21.256038647342994
payu-org_payu,2024-12-31,2d4d016fd1d2267346ae472a125a95206a32da1a,87.0,8200.0,0.0,1.1494252873563218,9.195402298850574,90.80459770114942,98.85057471264368,0.0,14.942528735632186
pazz_alot,2024-12-31,9c5b7373eccc88732fc2486405246dde60db4eef,95.0,9532.0,0.0,0.0,0.0,94.73684210526315,97.89473684210527,0.0,26.31578947368421
pennersr_django-allauth,2024-12-31,0482b628e84c366c22175cccb2eeef3c40af8827,790.0,21818.0,0.5063291139240507,3.0379746835443036,8.10126582278481,70.63291139240506,94.68354430379748,0.0,2.4050632911392404
